POZO,DEPTH,Unidad,X,Y,CALI,Core_GrnDn,Core_Kmax,Core_Por,Core_k_vert,GR,GR_Core,KLogs2,KTim,PEF,PHID,PHIE,PHIE1,PHIN,ResD,ResM,ResS,RHOB,Ro,RT,SwA,Vshl,Vshl1,FZI
Tua-7,10102.2,Arena Guadalupe,1157735.45,980107.94,8.6891,NaN,7101.0791,0.216,NaN,34.1132,12.49,5644.3774,8410.9131,1.8326,0.2637,0.2643,0.2571,0.2755,4256.3193,NaN,2348.6245,2.2076,10.1183,4256.3193,0.092,0.02,0.0467,20.66461218
Tua-7,10102.4,Arena Guadalupe,1157735.45,980107.94,8.5499,2.65,9055.0781,0.223,NaN,37.2109,13.38,6053.6084,9127.2402,1.788,0.2671,0.2677,0.2602,0.2792,5123.0884,NaN,2616.2893,2.2019,9.8885,5123.0884,0.092,0.0204,0.0475,22.04649085
Tua-7,10104.4,Arena Guadalupe,1157735.45,980107.94,8.8332,2.634,4847.3071,0.204,NaN,37.2887,13.03,2717.6853,3165.0728,1.8813,0.2292,0.2315,0.2102,0.2699,5058.4536,NaN,2539.4797,2.2642,11.4245,5058.4536,0.092,0.0754,0.1606,18.88633689
Tua-7,10106.2,Arena Guadalupe,1157735.45,980107.94,8.6576,2.643,10633.6826,0.217,NaN,33.7749,21.74,5470.0654,7696.7051,1.793,0.2621,0.2628,0.2475,0.2877,4494.1821,NaN,2309.189,2.2101,9.7601,4494.1821,0.092,0.0451,0.1007,25.08093115
Tua-7,10108.4,Arena Guadalupe,1157735.45,980107.94,8.8858,2.637,NaN,0.163,905.7447,44.5557,18.79,2376.458,2539.1587,1.9211,0.2237,0.2259,0.1986,0.2776,730.304,NaN,373.7519,2.2731,11.2493,730.304,0.092,0.1038,0.2122,NaN
Tua-7,10108.5,Arena Guadalupe,1157735.45,980107.94,8.8983,2.657,5330.144,0.198,NaN,43.4129,19.37,2518.8857,2673.7964,1.9097,0.2268,0.2283,0.1991,0.2839,842.7479,NaN,403.9633,2.2681,10.8996,842.7479,0.092,0.1113,0.2252,20.86775369
Tua-7,10108.7,Arena Guadalupe,1157735.45,980107.94,8.8555,2.645,0.205,0.064,NaN,41.2983,19.98,2966.7754,3264.5437,1.8757,0.2344,0.2352,0.2057,0.2902,1275.1066,NaN,443.9239,2.2556,10.45,1275.1066,0.092,0.1083,0.22,0.821887672
Tua-7,10110.9,Arena Guadalupe,1157735.45,980107.94,8.8498,2.645,2671.7729,0.224,NaN,55.8522,49.01,6343.4287,8431.832,1.7,0.2714,0.2699,0.2426,0.3162,1830.8112,NaN,304.2943,2.1949,8.6983,1830.8112,0.092,0.084,0.1767,11.88007308
Tua-7,10111.2,Arena Guadalupe,1157735.45,980107.94,8.8296,NaN,3062.7729,0.228,NaN,59.1039,35.33,5028.9395,6036.8662,1.7781,0.2613,0.2588,0.2256,0.3184,1834.8302,NaN,335.9444,2.2115,8.8898,1834.8302,0.092,0.1113,0.2253,12.32259218
Tua-7,10116.5,Arena Guadalupe,1157735.45,980107.94,8.4642,2.641,6946.3271,0.23,NaN,36.2741,12.07,5122.3696,7811.8135,1.8394,0.2618,0.2597,0.2597,0.2575,2921.7126,NaN,1602.7891,2.2106,10.8379,2921.7126,0.092,0,0,18.2686407
Tua-7,10119.3,Arena Guadalupe,1157735.45,980107.94,8.75,2.643,NaN,0.184,2456.979495,38.1605,3.74,5186.4189,7229.7378,1.9098,0.2595,0.2603,0.2451,0.285,2711.5366,NaN,1677.8193,2.2145,9.925,2711.5366,0.092,0.045,0.1006,NaN
Tua-7,10119.4,Arena Guadalupe,1157735.45,980107.94,8.7484,2.641,4269.9121,0.193,NaN,39.4278,3.98,5144.3662,7044.2319,1.9192,0.2592,0.2599,0.2424,0.2887,2737.1064,NaN,1680.5421,2.2149,9.8091,2737.1064,0.092,0.0528,0.1165,19.52885077
Tua-7,10122.4,Arena Guadalupe,1157735.45,980107.94,8.3178,2.641,6989.9658,0.201,NaN,27.8108,11.93,12878.9883,22279.3086,1.8406,0.3071,0.3069,0.299,0.3183,4075.4417,NaN,1926.1156,2.1363,7.7883,4075.4417,0.092,0.0188,0.0441,23.27661732
Tua-7,10125.3,Arena Guadalupe,1157735.45,980107.94,8.333,2.632,NaN,0.218,7762.988436,34.2819,11.06,12360.542,20692.6875,1.8071,0.3052,0.3046,0.2919,0.3234,6689.248,NaN,3386.5513,2.1394,7.7305,6689.248,0.092,0.0313,0.0716,NaN
Tua-7,10125.4,Arena Guadalupe,1157735.45,980107.94,8.329,2.643,9557.752,0.217,NaN,34.8505,9.19,13097.4434,22532.1582,1.8047,0.3082,0.3078,0.2982,0.3218,6568.9233,NaN,3393.6765,2.1345,7.6932,6568.9233,0.092,0.023,0.0535,23.77823901
Tua-7,10128.4,Arena Guadalupe,1157735.45,980107.94,8.366,2.643,8012.001,0.21,NaN,34.5903,22.81,12636.6719,21244.3848,1.8547,0.3065,0.3058,0.2932,0.3246,2760.0732,NaN,1975.7527,2.1373,7.6782,2760.0732,0.092,0.0311,0.0713,23.07269338
Tua-7,10130.9,Arena Guadalupe,1157735.45,980107.94,8.5257,2.635,844.687,0.157,NaN,89.691,13.03,1202.9147,881.2339,2.0735,0.2006,0.1997,0.1573,0.2968,33.153,NaN,27.2187,2.311,11.0173,33.153,0.5329,0.2115,0.3791,12.36675193
Tua-7,10132.5,Arena Guadalupe,1157735.45,980107.94,8.3435,2.636,1628.627,0.185,NaN,31.4612,13.34,4554.2334,6061.6758,1.9147,0.2532,0.2542,0.2362,0.2844,39.048,NaN,23.7458,2.2247,10.1272,39.048,0.4975,0.056,0.1229,12.9789775
Tua-7,10133.8,Arena Guadalupe,1157735.45,980107.94,8.573,2.633,374.453,0.163,NaN,34.5802,13.65,4938.6519,6796.4961,1.9458,0.2571,0.258,0.2423,0.2836,33.8279,NaN,22.3516,2.2184,10.0413,33.8279,0.5358,0.047,0.1047,7.728093301
Tua-7,10136.3,Arena Guadalupe,1157735.45,980107.94,9.1488,2.632,1254.7159,0.167,NaN,74.3057,28.52,853.7084,822.1323,2.1382,0.1819,0.1877,0.1719,0.2191,41.4692,NaN,35.4056,2.3416,16.3868,41.4692,0.6108,0.068,0.1465,13.57602545
Akira-8,9828.16,Paleosuelo Guadalupe,1151567.73,972299.95,12.2434,2.63,0.0002,0.031,NaN,79.5376,83.35,1.3322,0.0014,2.1862,0.1245,0.0582,0.0287,0.3506,17.3392,,20.7031,2.4358,16.1648,21.624,0.8382,0.7789,0.8911,0.078836236
Akira-8,9831.83,Paleosuelo Guadalupe,1151567.73,972299.95,8.7639,2.63,0.0029,0.077,NaN,88.8342,73.94,119.92,15.3071,2.7995,0.2128,0.1315,0.0748,0.4081,19.4842,,22.631,2.2911,8.5928,25.8991,0.5462,0.5959,0.77,0.073045634
Akira-8,9851.75,Paleosuelo Guadalupe,1151567.73,972299.95,10.0826,2.57,0.0527,0.085,NaN,77.025,46.78,2612.1577,1670.4763,2.252,0.2639,0.2298,0.1651,0.3923,13.74,,17.9596,2.2072,5.7924,19.8682,0.5288,0.3124,0.5061,0.26615073
Akira-8,9853.9,Paleosuelo Guadalupe,1151567.73,972299.95,9.9595,2.37,0.613,0.022,NaN,114.032,48.16,789.7437,355.6006,2.232,0.2089,0.185,0.1278,0.3502,11.894,,19.5212,2.2973,7.8188,20.5329,0.6026,0.3583,0.5569,7.368256212
Akira-8,9860.08,Paleosuelo Guadalupe,1151567.73,972299.95,8.6403,2.54,0.507,0.098,NaN,73.8516,NaN,8.8802,0.0076,2.2528,0.0835,0.082,0.0464,0.2802,17.9516,,32.0611,2.5031,16.9159,34.729,0.6529,0.6031,0.7754,0.657356636
Akira-8,9862.83,Paleosuelo Guadalupe,1151567.73,972299.95,8.9564,2.59,0.0004,0.021,NaN,79.9242,69.9,0,0,2.21,0.1297,0,0,0.3848,15.838,,21.1539,2.4273,38,22.8784,1,1,1,0.202028851
Akira-8,9869.25,Paleosuelo Guadalupe,1151567.73,972299.95,9.1197,2.6,0.0006,0.03,NaN,92.485,67.15,0,0,2.1542,0.0467,0,0,0.3034,18.76,,22.6357,2.5634,38,26.0475,1,1,1,0.143580389
Akira-8,9874.4,Paleosuelo Guadalupe,1151567.73,972299.95,8.5775,2.68,0,0.004,NaN,69.88,57.32,0,0,2.8573,0.0321,0,0,0.3215,24.976,,23.3987,2.5874,38,26.4475,1,1,1,0
Akira-8,9875.9,Paleosuelo Guadalupe,1151567.73,972299.95,8.5059,2.67,0.0001,0.019,NaN,70.258,38.23,0.0033,0,3.3552,0.0585,0.0197,0.0087,0.302,31.474,,26.8423,2.5441,26.4322,30.3943,0.9021,0.9096,0.9599,0.117616501
Akira-8,9877.16,Arena Guadalupe,1151567.73,972299.95,8.4528,2.66,0.0002,0.058,NaN,65.4564,41.21,31.4347,5.5242,3.1989,0.0899,0.1032,0.0652,0.258,35.8944,,34.6726,2.4926,14.6504,39.6887,0.5702,0.4659,0.6627,0.029947016
Akira-8,9880.33,Arena Guadalupe,1151567.73,972299.95,8.3516,2.64,0.152,0.139,NaN,60.038,45.71,113.4822,34.6204,2.3572,0.1218,0.1302,0.0888,0.2668,46.5774,,42.7838,2.4402,12.2376,47.5741,0.4768,0.3722,0.5716,0.20339131
Akira-8,9881.75,Arena Guadalupe,1151567.73,972299.95,8.4614,2.66,0.3900809,0.152,0.09191657,45.09,34.38,167.8898,53.8112,2.197,0.1393,0.1398,0.0949,0.286,54.005,,37.4801,2.4116,10.8291,40.7063,0.4889,0.3786,0.5782,0.280632174
Akira-8,9882.83,Arena Guadalupe,1151567.73,972299.95,8.2081,2.65,0.254,0.155,NaN,39.4002,20.42,102.2343,26.967,2.3831,0.1251,0.1278,0.0844,0.28,60.4968,,37.9463,2.4349,11.7761,40.8598,0.5063,0.4108,0.6107,0.219131932
Akira-8,9884.23,Arena Guadalupe,1151567.73,972299.95,8.2,2.75,3.53,0.169,NaN,39.646,35.11,49.7149,9.3489,2.6568,0.1093,0.1121,0.0706,0.2782,70.2412,,47.7054,2.4608,12.8741,51.6094,0.4582,0.4696,0.666,0.705647761
Akira-8,9884.65,Arena Guadalupe,1151567.73,972299.95,8.203,2.7,NaN,0.133,0.03536522,39.016,33.21,36.3959,5.8067,2.8177,0.1042,0.1059,0.0652,0.2795,73.444,,50.2638,2.4691,13.2442,54.5515,0.4471,0.4977,0.6908,NaN
Akira-8,9884.84,Arena Guadalupe,1151567.73,972299.95,8.2057,2.75,0.529,0.153,NaN,38.8336,33.06,35.0553,5.4728,2.9228,0.1038,0.1052,0.0646,0.2798,74.6144,,51.3961,2.4698,13.2765,55.9482,0.4406,0.5014,0.6941,0.32322411
Akira-8,9885.48,Arena Guadalupe,1151567.73,972299.95,8.2482,2.66,1.17,0.175,NaN,38.6416,38.61,58.6319,11.7577,3.2459,0.1137,0.1155,0.0733,0.2805,75.0912,,54.5301,2.4536,12.5332,60.3476,0.4134,0.4602,0.6576,0.38275375
Akira-8,9887.23,Arena Guadalupe,1151567.73,972299.95,8.1276,2.67,160,0.213,NaN,40.7624,23.54,98.9802,22.3316,2.6232,0.1346,0.127,0.081,0.2998,89.5106,,64.835,2.4192,10.9879,75.8112,0.3399,0.4535,0.6514,3.179764575
Akira-8,9887.56,Arena Guadalupe,1151567.73,972299.95,8.1466,2.72,1.42,0.159,NaN,40.2356,10.77,33.483,4.2043,2.5567,0.1197,0.1044,0.0615,0.3062,88.9208,,66.1522,2.4438,12.1235,77.4954,0.3419,0.551,0.7352,0.496334118
Akira-8,9888.35,Arena Guadalupe,1151567.73,972299.95,8.1535,2.72,1029,0.233,NaN,37.071,29.67,5.0604,0.0041,3.0613,0.0993,0.0741,0.0395,0.3093,83.991,,71.0886,2.4771,14.3989,83.8851,0.338,0.6775,0.8279,6.869083851
Akira-8,9889.23,Arena Guadalupe,1151567.73,972299.95,8.1924,2.67,5.1,0.164,NaN,33.0062,30.85,103.4698,25.5779,4.1934,0.1302,0.128,0.0832,0.2899,79.7294,,80.3647,2.4265,11.3313,96.2388,0.3012,0.4302,0.6295,0.892596627
Akira-8,9889.8,Arena Guadalupe,1151567.73,972299.95,8.1659,2.65,12.8,0.189,NaN,29.828,28.05,349.0526,172.6759,4.0019,0.1538,0.1596,0.1183,0.2715,75.344,,82.088,2.3877,10.3325,98.6643,0.2983,0.2767,0.4637,1.108824417
Akira-8,9891.31,Arena Guadalupe,1151567.73,972299.95,8.2092,2.65,1.54,0.156,NaN,22.8258,17.59,836.9617,650.7127,2.4043,0.1807,0.187,0.1547,0.2583,79.2344,,60.4873,2.3436,9.3983,71.5575,0.3497,0.1611,0.3059,0.533759426
Akira-8,9891.73,Arena Guadalupe,1151567.73,972299.95,8.2712,2.64,8.39,0.188,NaN,22.6548,20.94,935.8804,761.1463,2.2601,0.1849,0.1908,0.1596,0.2583,79.1292,,55.7666,2.3368,9.2144,65.4905,0.3637,0.1505,0.2894,0.906003518
Akira-8,9892.65,Arena Guadalupe,1151567.73,972299.95,8.2454,2.63,146,0.218,NaN,23.544,20.81,1009.1752,900.4105,2.0977,0.1872,0.1935,0.1678,0.2465,74.947,,51.2592,2.3329,9.4319,59.199,0.3905,0.1161,0.2335,2.914929723
Akira-8,9893.4,Arena Guadalupe,1151567.73,972299.95,8.2367,2.64,5.65,0.169,NaN,24.592,16.65,835.3832,745.7299,2.0811,0.18,0.1869,0.1648,0.2325,72.668,,51.6882,2.3448,10.2119,58.8166,0.4087,0.1009,0.2072,0.892739681
Akira-8,9894.15,Arena Guadalupe,1151567.73,972299.95,8.1992,2.63,33.7,0.189,NaN,25.009,12.27,701.6404,603.8351,2.0882,0.1734,0.1811,0.1593,0.227,77.37,,52.1014,2.3556,10.7463,58.4508,0.4204,0.1034,0.2115,1.79917226
Akira-8,9894.8,Arena Guadalupe,1151567.73,972299.95,8.1987,2.63,7.81,0.172,NaN,25.358,12.08,590.4132,501.7877,2.0922,0.1674,0.1755,0.1558,0.2174,84.158,,51.001,2.3654,11.4678,56.5507,0.4424,0.0952,0.197,1.018574575
Akira-8,9896,Arena Guadalupe,1151567.73,972299.95,8.1323,2.65,0.0164041,0.079,0.002667935,26.82,14.7,225.765,159.2527,2.02,0.1355,0.1475,0.1299,0.1886,99.01,,49.2514,2.4177,15.2944,54.8737,0.5181,0.1021,0.2092,0.166811061
Akira-8,9897.2,Arena Guadalupe,1151567.73,972299.95,7.9598,2.64,3.07,0.141,NaN,28.096,21.85,508.9012,443.7607,2.047,0.1636,0.1709,0.1559,0.2024,118.436,,54.4568,2.3717,12.4142,63.3551,0.4361,0.0713,0.1529,0.892613253
Akira-8,9897.6,Arena Guadalupe,1151567.73,972299.95,7.8999,2.64,214,0.212,NaN,27.344,21.43,983.5534,1020.0569,2.0708,0.1885,0.1926,0.1814,0.2139,121.644,,57.6396,2.3309,10.451,68.2686,0.3875,0.0449,0.1004,3.708164235
Akira-8,9898.65,Arena Guadalupe,1151567.73,972299.95,8.1156,2.64,125,0.204,NaN,24.059,18.16,1867.1034,2251.7192,2.0482,0.2142,0.2163,0.2084,0.2301,123.384,,67.314,2.2887,8.7203,83.7188,0.3206,0.0272,0.0626,3.032860753
Akira-8,9899.56,Arena Guadalupe,1151567.73,972299.95,8.1959,2.64,146,0.202,NaN,22.6272,17.54,1024.4484,1018.4079,1.9809,0.1887,0.194,0.1776,0.226,120.6116,,77.9417,2.3305,10.0052,101.2943,0.3081,0.0683,0.1471,3.334893069
Akira-8,9900.75,Arena Guadalupe,1151567.73,972299.95,8.1803,2.64,41.6,0.18,NaN,24.57,18.85,681.714,608.1759,2.0006,0.173,0.1802,0.1618,0.2182,125.185,,85.7147,2.3563,11.1218,111.4573,0.3074,0.0848,0.1781,2.174610137
Akira-8,9902.5,Arena Guadalupe,1151567.73,972299.95,8.1994,2.64,245,0.21,NaN,27.05,23.8,552.1347,432.9004,2.0764,0.1642,0.1734,0.1489,0.2275,125.66,,80.0766,2.3708,11.2233,96.1223,0.3295,0.1258,0.2496,4.034696202
Akira-8,9903.23,Arena Guadalupe,1151567.73,972299.95,8.185,2.65,1.88,0.132,NaN,27.7642,24.68,504.8107,379.7888,2.0941,0.1608,0.1706,0.1448,0.2287,125.4872,,79.3515,2.3763,11.3609,94.2237,0.3339,0.1368,0.2676,0.779233116
Akira-8,9903.65,Arena Guadalupe,1151567.73,972299.95,8.1821,2.65,42.5,0.169,NaN,28.558,22.27,551.3862,422.7186,2.1525,0.164,0.1734,0.1473,0.2314,125.246,,79.686,2.371,11.0774,94.6498,0.3291,0.1354,0.2655,2.448471651
Akira-8,9905,Arena Guadalupe,1151567.73,972299.95,8.1925,2.66,108.5321,0.18,7.940548,30.18,22.28,900.8608,774.5598,2.3344,0.1828,0.1895,0.163,0.2452,122.53,,87.473,2.3403,9.6736,107.35,0.2892,0.1235,0.2459,3.512479886
Akira-8,9905.9,Arena Guadalupe,1151567.73,972299.95,8.187,2.67,447,0.183,NaN,28.598,20.47,637.3762,462.9487,2.322,0.1701,0.178,0.1461,0.2508,104.88,,102.2415,2.3611,10.1022,129.0246,0.2637,0.1692,0.3182,6.92833425
Akira-8,9906.56,Arena Guadalupe,1151567.73,972299.95,8.1873,2.76,32.98097,0.141,1.283489,28.1428,15.82,342.3509,183.6637,2.3219,0.1499,0.159,0.1213,0.2576,91.3208,,115.7174,2.3941,10.9022,146.7141,0.2474,0.2454,0.4244,2.925673481
Akira-8,9908.23,Arena Guadalupe,1151567.73,972299.95,8.2132,2.94,0,0.008,NaN,69.057,54.76,0,0,3.2153,0.0568,0,0,0.3348,62.1268,,143.5301,2.5468,38,168.4416,0.2256,1,1,0
Akira-8,9909.23,Gacheta,1151567.73,972299.95,8.1826,2.62,0.0014,0.047,NaN,97.5968,102.11,0.0629,0.0001,3.5433,0.0746,0.0335,0.0155,0.3108,55.7982,,112.9852,2.5176,8.3421,122.3354,0.2231,0.852,0.9312,9.014323139
Akira-8,9910.65,Gacheta,1151567.73,972299.95,7.6523,2.64,23.6,0.206,NaN,88.968,66.36,15.9883,0.0107,2.7189,0.1498,0.0913,0.0491,0.3581,54.717,,60.7739,2.3944,5.9168,60.4286,0.273,0.6674,0.8211,9.218439919
Akira-8,9912.65,Gacheta,1151567.73,972299.95,8.3467,2.63,1.6,0.062,NaN,132.292,98.97,0,0,2.3792,0.0945,0,0,0.4326,52.226,,61.4609,2.485,4.6852,57.1334,0.2473,1,1,9.418328817
Akira-8,9913.23,Gacheta,1151567.73,972299.95,8.3206,2.64,17.1,0.186,NaN,129.7406,111.53,0,0,2.4415,0.1106,0,0,0.3848,51.5066,,66.2853,2.4587,5.5994,60.1691,0.2654,1,1,9.614253816
Akira-8,9914.23,Gacheta,1151567.73,972299.95,8.1669,2.64,0.084,0.102,NaN,114.3632,112.05,3.1168,0.0028,2.2049,0.101,0.0679,0.0353,0.3166,52.009,,66.8733,2.4744,7.7895,59.5255,0.3211,0.7112,0.8499,9.806452793
Akira-8,9915.48,Gacheta,1151567.73,972299.95,8.1181,2.64,4.701275,0.16,0.3946824,95.6256,95.54,155.9256,47.0371,2.1994,0.1392,0.1379,0.0925,0.2897,60.9124,,61.1648,2.4117,8.263,54.4573,0.3487,0.3931,0.5931,9.995140653
Akira-8,9916.23,Gacheta,1151567.73,972299.95,8.1305,2.64,308,0.191,NaN,85.7818,82.44,206.7846,69.7997,2.1598,0.1474,0.1451,0.0989,0.2929,66.0036,,57.8143,2.3982,7.9744,52.2349,0.3499,0.374,0.5735,10.1805129
Akira-8,9917.7,Gacheta,1151567.73,972299.95,8.0892,2.65,1552.493,0.223,1151.857,86.644,74.77,261.532,124.941,2.0688,0.1416,0.1515,0.1129,0.2573,71.352,,87.3826,2.4078,9.6919,83.4737,0.3003,0.2707,0.4563,10.36274763
Akira-8,9918.06,Gacheta,1151567.73,972299.95,8.103,2.64,625,0.199,NaN,89.392,NaN,320.8651,175.6203,2.0979,0.1465,0.1572,0.1212,0.2502,73.0764,,97.1037,2.3997,9.9132,93.4239,0.2856,0.2334,0.4087,10.54200785
Akira-8,9919.4,Gacheta,1151567.73,972299.95,8.1257,2.64,1686,0.226,NaN,83.494,65,392.1587,233.4883,2.1437,0.1531,0.163,0.128,0.2504,82.514,,115.4509,2.3888,9.7025,112.5703,0.2543,0.2146,0.3834,10.71844272
Akira-8,9920.23,Gacheta,1151567.73,972299.95,8.1268,2.64,936,0.213,NaN,80.482,52.51,610.3182,437.7494,2.181,0.1684,0.1766,0.1446,0.2499,82.5258,,117.1687,2.3638,9.2592,115.0062,0.2448,0.1713,0.3213,10.89218981
Akira-8,9922.15,Gacheta,1151567.73,972299.95,8.0817,2.64,2.1,0.142,NaN,85.13,35.8,108.7118,36.0605,2.3552,0.1157,0.1292,0.0904,0.2528,85.064,,125.1267,2.4502,10.6794,126.3901,0.2515,0.3429,0.5403,11.06337592
Akira-8,9922.4,Gacheta,1151567.73,972299.95,8.0874,2.64,95,0.171,NaN,85.28,37.52,137.8226,50.2171,2.4386,0.1227,0.1349,0.0958,0.2549,84.554,,121.8854,2.4388,10.3598,124.0413,0.2498,0.3257,0.5212,11.23211842
Akira-8,9926.2,Gacheta,1151567.73,972299.95,8.0112,2.65,49.5,0.166,NaN,83.582,54.89,74.1165,17.9401,2.0689,0.1136,0.1205,0.0791,0.2706,63.38,,80.4551,2.4537,9.7053,87.4042,0.2929,0.4192,0.6189,11.39852574
Akira-8,9927.7,Gacheta,1151567.73,972299.95,7.9962,2.64,1.05,0.134,NaN,111.418,57.64,10.4795,0.0089,2.1727,0.0943,0.0845,0.0475,0.2924,56.004,,74.3515,2.4854,8.947,82.6787,0.2887,0.6109,0.7811,11.56269898
Akira-8,9929.7,Gacheta,1151567.73,972299.95,8.1044,2.64,0.131,0.085,NaN,100.888,102.46,61.5094,21.4747,2.2083,0.0916,0.1165,0.0853,0.2135,50.144,,66.7206,2.4898,14.673,75.0559,0.4018,0.2908,0.4808,11.72473213
Akira-8,9936.73,Gacheta,1151567.73,972299.95,8.1525,2.64,5.53,0.172,NaN,90.021,81.49,217.176,85.7851,2.1988,0.1408,0.1464,0.104,0.273,39.7798,,42.088,2.4091,8.9522,49.5737,0.3844,0.3258,0.5213,11.884713
Akira-8,9938.23,Gacheta,1151567.73,972299.95,8.1008,2.65,2.010246,0.155,1.124312,90.2594,73.74,102.109,26.9898,2.2217,0.1249,0.1277,0.0844,0.2796,39.366,,43.4194,2.4352,9.0009,50.3314,0.3823,0.4101,0.6101,12.04272327
Akira-8,9939,Gacheta,1151567.73,972299.95,8.0663,2.64,1.12,0.144,NaN,97.06,71.19,26.211,0.0371,2.2713,0.1035,0.0998,0.0595,0.2873,38.95,,42.8867,2.4703,9.0473,49.7018,0.3861,0.5376,0.7244,12.19883979
Akira-8,9940.9,Gacheta,1151567.73,972299.95,8.1693,2.77,2.65,0.127,NaN,122.954,84.75,1.7364,0.0017,2.3046,0.1048,0.061,0.0308,0.3262,42.862,,42.4129,2.4681,7.3781,49.5462,0.3451,0.7481,0.8728,12.35313449
Akira-8,9943.23,Gacheta,1151567.73,972299.95,8.1817,2.64,93.7,0.18,NaN,91.231,94.3,407.6898,207.471,2.3396,0.1603,0.1641,0.1217,0.2779,50.915,,44.2629,2.377,8.2886,53.1706,0.354,0.2764,0.4634,12.50567509
Akira-8,9943.7,Gacheta,1151567.73,972299.95,7.3999,2.65,7.84,0.165,NaN,79.342,80.35,473.1365,297.1389,2.2618,0.16,0.1686,0.1334,0.2545,49.332,,49.1341,2.3775,9.2982,58.8504,0.3567,0.2068,0.3725,12.65652488
Akira-8,9944.45,Gacheta,1151567.73,972299.95,7.8374,2.64,NaN,0.168,1.64071,66.121,56.72,446.2331,309.0443,2.1642,0.1563,0.1669,0.1378,0.2345,46.17,,60.7896,2.3837,10.427,70.9999,0.3424,0.1626,0.3082,12.80574387
Akira-8,9944.56,Gacheta,1151567.73,972299.95,7.8795,2.64,216,0.17,NaN,65.18,57.87,442.0001,307.2042,2.1561,0.1559,0.1666,0.1379,0.2333,45.3712,,62.8366,2.3843,10.5077,72.9545,0.3387,0.1604,0.3049,12.95338872
Akira-8,9945.56,Gacheta,1151567.73,972299.95,8.0628,2.62,4.099382,0.12,0.02640737,63.0072,50.56,513.0395,357.5005,2.1132,0.1617,0.1711,0.1403,0.2428,34.61,,79.4954,2.3749,9.8071,86.367,0.2966,0.1704,0.32,13.09951249
Akira-8,9946.4,Gacheta,1151567.73,972299.95,8.121,2.64,147,0.185,NaN,64.952,54.42,734.2806,527.4051,2.1165,0.1765,0.1826,0.1477,0.2628,34.782,,71.4408,2.3506,8.4861,73.1778,0.3001,0.1842,0.3404,13.24416581
Akira-8,9947.06,Gacheta,1151567.73,972299.95,8.1669,2.69,49.9,0.175,NaN,71.0504,59.27,476.704,246.1365,2.1194,0.1678,0.1689,0.1247,0.2868,39.94,,56.232,2.3649,7.7906,55.4437,0.3341,0.2812,0.4692,13.38739647
Akira-8,9949.3,Gacheta,1151567.73,972299.95,8.1811,2.67,1382,0.212,NaN,107.616,112.6,22.1717,0.0181,2.7029,0.1501,0.0968,0.0531,0.3544,105.738,,41.3227,2.3938,10.8583,38.6585,0.4847,0.6441,0.805,NaN
Akira-8,9950.23,Gacheta,1151567.73,972299.95,8.5156,2.65,1675,0.227,NaN,76.7012,98.35,1335.1176,1122.9601,2.6477,0.2008,0.2035,0.1681,0.2791,135.0514,,72.0914,2.3107,8.1151,67.8284,0.3345,0.163,0.3087,12.21549063
Akira-8,9951.4,Gacheta,1151567.73,972299.95,8.1133,2.64,1240,0.217,NaN,36.48,31.38,2082.9668,2338.5818,2.3152,0.2174,0.2206,0.2014,0.2557,179.524,,233.622,2.2835,7.9757,223.3341,0.183,0.0705,0.1512,12.18012813
Akira-8,9952.31,Gacheta,1151567.73,972299.95,8.0811,2.64,1506,0.22,NaN,27.5338,21.1,2301.4019,2723.2034,2.1647,0.2219,0.2246,0.2092,0.2521,214.1254,,378.7916,2.2761,7.8885,362.4452,0.1428,0.0541,0.1192,12.14462623
Akira-8,9952.9,Gacheta,1151567.73,972299.95,8.0842,2.64,1520,0.224,NaN,26.106,19.99,2137.6272,2473.4321,2.086,0.2186,0.2216,0.2053,0.2511,225.338,,394.5691,2.2815,8.0311,364.0123,0.1433,0.0585,0.1279,12.10898382
Akira-8,9953.9,Gacheta,1151567.73,972299.95,8.1236,2.64,731.5345,0.209,1.219749,26.622,21.36,1747.5564,1915.5603,2.0525,0.21,0.2137,0.1959,0.2467,213.064,,366.0817,2.2957,8.4673,301.8328,0.1613,0.0671,0.1447,12.07319932
Akira-8,9956.1,Gacheta,1151567.73,972299.95,8.3754,2.64,922,0.207,NaN,36.324,31.06,1177.9044,1089.6929,2.0597,0.1935,0.1989,0.1733,0.251,163.444,,351.3111,2.3227,9.0343,282.2282,0.1682,0.1123,0.2269,12.03727159
Akira-8,9958.4,Gacheta,1151567.73,972299.95,8.2592,2.64,1546,0.223,NaN,53.024,50.15,956.4435,667.2224,2.0409,0.1904,0.1916,0.1504,0.2877,144.71,,349.5345,2.3277,8.3636,279.6802,0.1541,0.2147,0.3835,12.00119929
Akira-8,9959.73,Gacheta,1151567.73,972299.95,8.2263,2.64,1322,0.22,NaN,43.6348,36.1,2343.0659,2625.1086,2.0644,0.2226,0.2254,0.2032,0.266,114.605,,347.3837,2.275,7.5816,277.1236,0.1587,0.0811,0.1713,11.96498123
Akira-8,9961.73,Gacheta,1151567.73,972299.95,8.3536,2.64,1407.972,0.228,9.226136,47.3756,33.57,602.7061,343.0073,2.0438,0.1753,0.1762,0.1325,0.288,71.312,,306.3246,2.3525,8.9892,235.7207,0.1714,0.261,0.4442,11.92861575
